red,green,blue,redPrime,greenPrime,bluePrime
0.17647058823529413,0.5882352941176471,0.8235294117647058,0.1875,0.625,0.875
0.35294117647058826,0.4117647058823529,0.29411764705882354,0.375,0.4375,0.3125
0.8235294117647058,0.23529411764705882,0.23529411764705882,0.875,0.25,0.25
0.5882352941176471,0.8823529411764706,0.29411764705882354,0.625,0.9375,0.3125
0.5294117647058824,0.8235294117647058,0.47058823529411764,0.5625,0.875,0.5
0.6470588235294118,0.4117647058823529,0.4117647058823529,0.6875,0.4375,0.4375
0.4117647058823529,0.29411764705882354,0.35294117647058826,0.4375,0.3125,0.375
0.5294117647058824,0.0,0.8235294117647058,0.5625,0.0,0.875
0.7647058823529411,0.23529411764705882,0.8235294117647058,0.8125,0.25,0.875
0.7058823529411765,0.5294117647058824,0.17647058823529413,0.75,0.5625,0.1875
0.35294117647058826,0.7058823529411765,0.29411764705882354,0.375,0.75,0.3125
0.23529411764705882,0.5882352941176471,0.7647058823529411,0.25,0.625,0.8125
0.23529411764705882,0.8823529411764706,0.5882352941176471,0.25,0.9375,0.625
0.4117647058823529,0.0,0.5294117647058824,0.4375,0.0,0.5625
0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0625,0.0625,0.125
0.6470588235294118,0.0,0.5882352941176471,0.6875,0.0,0.625
0.11764705882352941,0.17647058823529413,0.4117647058823529,0.125,0.1875,0.4375
0.17647058823529413,0.35294117647058826,0.35294117647058826,0.1875,0.375,0.375
0.8823529411764706,0.7647058823529411,0.058823529411764705,0.9375,0.8125,0.0625
0.11764705882352941,0.29411764705882354,0.4117647058823529,0.125,0.3125,0.4375
0.23529411764705882,0.23529411764705882,0.17647058823529413,0.25,0.25,0.1875
0.5882352941176471,0.35294117647058826,0.7647058823529411,0.625,0.375,0.8125
0.8823529411764706,0.5294117647058824,0.4117647058823529,0.9375,0.5625,0.4375
0.8823529411764706,0.4117647058823529,0.35294117647058826,0.9375,0.4375,0.375
0.8235294117647058,0.7058823529411765,0.8235294117647058,0.875,0.75,0.875
0.17647058823529413,0.7647058823529411,0.0,0.1875,0.8125,0.0
